date,year,open,high,low,ets_price,volume,sp500_close,carbon_index,coal_price,stoxx50,close_ma5,volume_ma5,close_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,high_close_ratio,low_close_ratio
2019-01-02,2019,24.78,25.4,24.61,25.06,229,2510.03,0.013888889,85.45,2978,24.824,401.4,0.009506929,24.637,400.9,0.017169298,22.979,10193.95,0.090560947,20.40766667,18512.05,0.227969881,-0.987629679,20.03458333,11295.76667,0.250837094,-0.979726918,0.013567438,-0.017956903
2019-01-03,2019,24.65,24.76,23.81,23.08,235,2447.89,-0.033333333,83.75,2946,24.46,448.4,-0.056418643,24.536,379.5,-0.059341376,23.0965,9363.55,-0.000714394,20.44583333,18041.93333,0.128836356,-0.986974788,20.093,11297.525,0.148658737,-0.979198984,0.072790295,0.031629116
2019-01-04,2019,23.12,23.74,23.03,23.54,100,2531.94,0.058823529,83.45,3027,24.222,330.4,-0.028156222,24.452,368.8,-0.037297563,23.29,8220.75,0.010734221,20.51383333,17351.08333,0.147518341,-0.994236671,20.1525,11298.10833,0.168093289,-0.991148961,0.008496177,-0.021665251
2019-01-07,2019,23.24,23.26,22,22.09,408,2549.69,0.005555556,81.5,3017,23.7,199.4,-0.067932489,24.238,355.9,-0.088621173,23.395,6567.65,-0.05578115,20.55083333,16701.9,0.074895584,-0.975571642,20.19616667,11301.125,0.09377192,-0.9638974,0.052965143,-0.004074242
2019-01-08,2019,22.31,22.84,22.28,22.68,280,2574.41,0.032258065,82.05,3049,23.29,250.4,-0.026191498,24.041,355.2,-0.056611622,23.5145,5889.35,-0.035488741,20.58933333,16309.38333,0.101541251,-0.982831969,20.243,11303.30833,0.120387294,-0.975228491,0.007054674,-0.017636684
2019-01-09,2019,23.06,23.06,21.88,21.87,698,2584.96,-0.076923077,82.05,3063,22.652,344.2,-0.034522338,23.738,372.8,-0.078692392,23.565,4866.7,-0.071928708,20.64416667,15864.75,0.059379163,-0.956003089,20.28041667,11308.775,0.078380211,-0.938278019,0.054412437,0.000457247
2019-01-10,2019,21.62,21.97,21.18,21.95,738,2596.64,0.142857143,82.15,3058,22.426,444.8,-0.021225363,23.443,446.6,-0.063686388,23.6545,3729.7,-0.072058171,20.6885,15281.65,0.060975904,-0.951706786,20.32091667,11312.38333,0.080167807,-0.934761758,0.000911162,-0.035079727
2019-01-11,2019,22.25,22.71,22.08,22.6,2715,2596.26,0.028985507,82.55,3055,22.238,967.8,0.016278442,23.23,649.1,-0.027120103,23.711,2512.35,-0.04685589,20.744,14913.36667,0.089471654,-0.817948552,20.36483333,11334.75833,0.109756197,-0.760471294,0.004867257,-0.02300885
2019-01-14,2019,22.63,22.63,21.8,22.41,565,2582.61,-0.029411765,82,3041,22.302,999.2,0.004842615,23.001,599.3,-0.025694535,23.7155,1338.95,-0.055048386,20.7885,14429.01667,0.077999856,-0.960842792,20.40758333,11338.54167,0.098121205,-0.950169959,0.009817046,-0.027219991
2019-01-15,2019,22.41,22.7,22.41,22.49,4055,2610.3,-0.020689655,82.5,3056,22.264,1754.2,0.010150916,22.777,1002.3,-0.01260043,23.6715,722.35,-0.049912342,20.83483333,14182.21667,0.07944228,-0.714078547,20.45241667,11371.475,0.099625554,-0.643405979,0.009337483,-0.003557137
2019-01-16,2019,22.43,23.29,22.41,23.25,1425,2616.1,0.013333333,82.95,3063,22.54,1899.6,0.031499556,22.596,1121.9,0.028943176,23.6165,761.4,-0.015518811,20.90566667,13963,0.112138655,-0.897944568,20.50425,11382.05,0.133911262,-0.874802869,0.00172043,-0.036129032
2019-01-17,2019,23.45,23.76,23.45,23.51,361,2635.96,0,83.4,3057,22.852,1824.2,0.028793979,22.639,1134.5,0.038473431,23.5875,757,-0.003285639,20.977,13625,0.120751299,-0.973504587,20.55533333,11383.85,0.143742095,-0.968288409,0.010633773,-0.002552105
2019-01-18,2019,23.65,24.69,23.42,24.69,1257,2670.71,-0.025641026,83.2,3126,23.27,1532.6,0.061022776,22.754,1250.2,0.085083941,23.603,809.5,0.046053468,21.06166667,13385.43333,0.1722719,-0.906091946,20.61308333,11394.03333,0.197782961,-0.889679101,0,-0.051437829
2019-01-21,2019,24.26,24.4,23.93,24.3,221,2750.706582,0,82.3,3111,23.648,1463.8,0.027571042,22.975,1231.5,0.057671382,23.6065,793.7,0.029377502,21.14866667,13016.53333,0.149008606,-0.983021593,20.66883333,11395.58333,0.175683195,-0.980606522,0.004115226,-0.015226337
2019-01-22,2019,24.27,25.1,24.27,25.03,518,2632.9,0,82,3099,24.156,756.4,0.036181487,23.21,1255.3,0.078414477,23.6255,805.25,0.059448477,21.26116667,12663.25,0.177263712,-0.959094229,20.73033333,11387.69167,0.207409432,-0.954512291,0.002796644,-0.030363564
2019-01-23,2019,25.2,25.3,24.62,24.55,232,2638.7,-0.108108108,81.95,3102,24.416,517.8,0.005488204,23.478,1208.7,0.045659767,23.608,790.75,0.039901728,21.39233333,12129.7,0.147607398,-0.980873393,20.78866667,11389.33333,0.180931918,-0.979630063,0.030549898,0.002851324
2019-01-24,2019,24.4,24.58,23.89,23.9,249,2642.33,0,81.85,3118,24.494,495.4,-0.024250837,23.673,1159.8,0.009588983,23.558,803.2,0.014517361,21.52366667,11484.11667,0.1104056,-0.97831788,20.84208333,11391.025,0.146718378,-0.978140685,0.028451883,-0.00041841
2019-01-25,2019,23.42,23.68,23.32,23.78,443,2664.76,-0.074766355,81.5,3155,24.312,332.6,-0.021882198,23.791,932.6,-0.00046236,23.5105,790.85,0.011462963,21.64733333,11103.8,0.098518678,-0.960103748,20.89541667,11394.4,0.138048615,-0.961121253,-0.004205214,-0.019343987
2019-01-28,2019,23.96,23.96,22.51,22.62,360,2643.85,-0.1,79,3127,23.976,360.4,-0.056556557,23.812,912.1,-0.050058794,23.4065,755.7,-0.033601777,21.764,10737.73333,0.039331005,-0.966473371,20.93741667,11396.99167,0.080362509,-0.968412717,0.059239611,-0.004862953
2019-01-29,2019,22.42,23.25,22.03,23.24,257,2640,0.066666667,79.75,3144,23.618,308.2,-0.016004742,23.887,532.3,-0.027085863,23.332,767.3,-0.003943082,21.86666667,10397.6,0.062804878,-0.975282758,20.98216667,11398.375,0.107607254,-0.977452926,0.000430293,-0.052065404
