date,year,open,high,low,ets_price,volume,sp500_close,carbon_index,coal_price,stoxx50,close_ma5,volume_ma5,close_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,high_close_ratio,low_close_ratio
2017-01-20,2017,5.15,5.53,5.15,5.42,93,2271.31,0.013888889,89.2,3288,5.032,146.2,0.077106518,5.154,186.5,0.0516104,5.5475,149.25,-0.022983326,5.407833333,7701.15,0.002249823,-0.987923881,5.14225,6341.025,0.054013321,-0.985333601,0.020295203,-0.049815498
2017-01-23,2017,5.47,5.55,5.3,5.31,2533,2265.2,-0.018691589,89.3,3263,5.154,597.2,0.030267753,5.158,429.3,0.029468786,5.5015,273.55,-0.034808689,5.398333333,7633.466667,-0.016363075,-0.668171735,5.147166667,6362.133333,0.031635528,-0.601863107,0.04519774,-0.001883239
2017-01-24,2017,5.24,5.24,5.06,5.07,345,2280.07,-0.046666667,89.2,3273,5.168,655.8,-0.018962848,5.114,446.3,-0.008603833,5.4385,289.7,-0.067757654,5.3845,7517.983333,-0.058408394,-0.954110034,5.14825,6365.008333,-0.01519934,-0.9457974,0.033530572,-0.001972387
2017-01-25,2017,5.04,5.14,4.92,4.97,443,2298.37,-0.056603774,88.85,3324,5.194,702.8,-0.043126685,5.059,474.4,-0.01759241,5.3705,310.05,-0.074574062,5.366833333,7399.383333,-0.073941803,-0.940130146,5.149083333,6368.366667,-0.034779653,-0.930437422,0.034205231,-0.010060362
2017-01-26,2017,4.95,5.1,4.91,5.19,288,2296.68,0.071428571,88.5,3308,5.192,740.4,-0.000385208,5.074,488.1,0.022861648,5.312,322.75,-0.022966867,5.349333333,7143.583333,-0.029785643,-0.959684099,5.152666667,6370.766667,0.007245439,-0.95479351,-0.01734104,-0.053949904
2017-01-27,2017,5.13,5.13,4.92,4.92,107,2294.69,-0.019607843,88.5,3295,5.092,743.2,-0.033778476,5.062,444.7,-0.028052153,5.2305,326.75,-0.05936335,5.323,6855.75,-0.075709187,-0.984392663,5.153083333,6371.658333,-0.045231819,-0.983206884,0.042682927,0
2017-01-30,2017,5.01,5.14,5.01,5.16,54,2280.9,0.090909091,82.3,3252,5.062,247.4,0.019359937,5.108,422.3,0.01018011,5.1825,325.4,-0.004341534,5.302166667,6709.566667,-0.026812938,-0.99195179,5.155333333,6372.108333,0.000905211,-0.991525568,-0.003875969,-0.029069767
2017-01-31,2017,5.25,5.33,5.21,5.35,97,2278.87,0.029850746,85.3,3234,5.118,197.8,0.045330207,5.143,426.8,0.040248882,5.1785,322.2,0.033117698,5.2875,6540.933333,0.011820331,-0.985170312,5.159916667,6372.916667,0.03683845,-0.98477934,-0.003738318,-0.026168224
2017-02-01,2017,5.4,5.42,5.32,5.27,42,2279.55,-0.019230769,84.65,3249,5.178,117.6,0.017767478,5.186,410.2,0.016197455,5.156,313.5,0.022110163,5.272833333,6321.966667,-0.000537346,-0.993356498,5.16475,6373.266667,0.020378528,-0.993409973,0.028462998,0.009487666
2017-02-02,2017,5.29,5.3,5.29,5.22,20,2280.85,0.010309278,85.1,3254,5.184,64,0.006944444,5.188,402.2,0.00616808,5.1525,295.85,0.013100437,5.257666667,6122.983333,-0.007164141,-0.996733618,5.170916667,6373.433333,0.009492192,-0.996861974,0.01532567,0.013409962
2017-02-03,2017,5.24,5.24,5.19,5.15,8,2297.42,-0.010752688,84.55,3276,5.23,44.2,-0.015296367,5.161,393.7,-0.00213137,5.1575,290.1,-0.001454193,5.244833333,5983.283333,-0.018081286,-0.998662941,5.174833333,6373.5,-0.004798866,-0.998744803,0.017475728,0.00776699
2017-02-06,2017,5.16,5.18,5.07,5.09,59,2292.56,-0.017241379,84.3,3239,5.216,45.2,-0.024156442,5.139,146.3,-0.009534929,5.1485,287.8,-0.011362533,5.235166667,5797.283333,-0.027729139,-0.989822819,5.177583333,6373.991667,-0.016915871,-0.990743634,0.017681729,-0.003929273
2017-02-07,2017,5.16,5.16,5.16,5.16,0,2293.08,0,84.1,3231,5.178,25.8,-0.003476246,5.148,111.8,0.002331002,5.131,279.05,0.00565192,5.231,5597.633333,-0.013572931,-1,5.179833333,6373.991667,-0.003828952,-1,0,0
2017-02-08,2017,5.21,5.21,5.21,5.21,0,2294.67,0.117647059,83.1,3235,5.166,17.4,0.008517228,5.172,67.5,0.007347254,5.1155,270.95,0.018473268,5.222166667,5409,-0.002329812,-1,5.184083333,6373.991667,0.004999277,-1,0,0
2017-02-09,2017,5.34,5.34,5.34,5.28,7,2307.87,0.006711409,82.8,3279,5.178,14.8,0.019698725,5.181,39.4,0.01910828,5.1275,263.75,0.029741589,5.217666667,5241.983333,0.011946592,-0.998664628,5.18975,6374.05,0.017390048,-0.998901797,0.011363636,0.011363636
2017-02-10,2017,5.27,5.31,5.26,5.12,286,2316.1,-0.03125,81.2,3270,5.172,70.4,-0.010054138,5.201,57.3,-0.015573928,5.1315,251,-0.00224106,5.204666667,4986.366667,-0.016267452,-0.942643608,5.19325,6376.433333,-0.014104848,-0.955147339,0.037109375,0.02734375
2017-02-13,2017,5,5,4.93,4.9,29,2328.25,-0.017391304,80.5,3308,5.134,64.4,-0.045578496,5.175,54.8,-0.053140097,5.1415,238.55,-0.046970728,5.193333333,4818.033333,-0.05648267,-0.993980947,5.195,6376.675,-0.056785371,-0.995452175,0.020408163,0.006122449
2017-02-14,2017,4.95,4.95,4.95,5.13,25,2337.58,0.008403361,80.5,3308,5.128,69.4,0.000390016,5.153,47.6,-0.004463419,5.148,237.2,-0.003496503,5.1875,4669.533333,-0.011084337,-0.994646146,5.198666667,6376.883333,-0.013208515,-0.99607959,-0.035087719,-0.035087719
2017-02-15,2017,5.12,5.15,4.99,5.06,155,2349.25,-0.022727273,81.5,3326,5.098,100.4,-0.007453903,5.132,58.9,-0.014029618,5.159,234.55,-0.019189765,5.18,4571.55,-0.023166023,-0.966094651,5.203,6378.175,-0.027484144,-0.975698378,0.017786561,-0.013833992
2017-02-16,2017,5.07,5.07,4.92,4.93,116,2347.22,-0.028169014,81.75,3308,5.028,122.2,-0.019490851,5.103,68.5,-0.033901626,5.1455,235.35,-0.041881255,5.172333333,4389.616667,-0.04685184,-0.973574002,5.206916667,6379.141667,-0.053182466,-0.981815735,0.028397566,-0.002028398
2017-02-17,2017,4.9,5,4.87,4.97,309,2351.16,-0.025316456,81.8,3301,4.998,126.8,-0.005602241,5.085,98.6,-0.022615536,5.123,246.15,-0.029865313,5.166166667,4222.766667,-0.037971417,-0.926825225,5.211916667,6381.716667,-0.046416066,-0.951580426,0.006036217,-0.020120724
2017-02-20,2017,4.99,5.11,4.99,5.08,6,2750.706582,0.052631579,82.2,3314,5.034,122.2,0.009137863,5.084,93.3,-0.000786782,5.1115,119.8,-0.006162575,5.1675,4008.616667,-0.016932753,-0.998503224,5.22025,6381.666667,-0.026866529,-0.999059807,0.005905512,-0.017716535
2017-02-21,2017,5.13,5.13,5.02,5.04,64,2365.38,-0.013513514,82.2,3337,5.016,130,0.004784689,5.072,99.7,-0.006309148,5.11,105.75,-0.01369863,5.1725,3740.583333,-0.02561624,-0.982890369,5.2295,6382.2,-0.036236734,-0.98997211,0.017857143,-0.003968254
2017-02-22,2017,5,5,4.96,5.06,69,2362.82,-0.044117647,82.1,3338,5.016,112.8,0.00877193,5.057,106.6,0.000593237,5.1145,87.05,-0.010655978,5.180833333,3515.883333,-0.023323146,-0.980374775,5.23725,6382.775,-0.033844098,-0.989189655,-0.011857708,-0.019762846
