date,year,open,high,low,ets_price,volume,sp500_close,carbon_index,coal_price,stoxx50,close_ma5,volume_ma5,close_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,high_close_ratio,low_close_ratio
2020-01-02,2020,24.58,24.58,24.17,24.28,310,3257.85,-0.054794521,52.1,3782,25.266,222.6,-0.039024776,25.85,215.2,-0.06073501,25.368,7854.95,-0.042888679,24.981,13896.6,-0.028061327,-0.977692385,25.73158333,8210.925,-0.056412515,-0.962245423,0.012355848,-0.004530478
2020-01-03,2020,24.53,24.79,24.44,24.9,149,3234.85,0,52.75,3754,25.052,252.4,-0.00606738,25.693,204.6,-0.030864438,25.376,6689.75,-0.018757881,25.0185,13481.85,-0.004736495,-0.988948104,25.70216667,8210.291667,-0.03121008,-0.981852045,-0.004417671,-0.018473896
2020-01-06,2020,24.97,24.97,24.4,24.15,107,3246.28,-0.057692308,52.65,3739,24.564,239.8,-0.016853933,25.434,202.1,-0.050483605,25.349,5665.15,-0.047299696,25.03333333,13138.8,-0.035286285,-0.991856182,25.67225,8210.616667,-0.059295543,-0.986968092,0.033954451,0.010351967
2020-01-07,2020,23.95,24.4,23.81,24.47,139,3237.18,0.02739726,52.55,3750,24.464,203.8,0.000245258,25.225,168.3,-0.029930624,25.3255,4708.75,-0.033780182,25.03383333,12682.75,-0.022522852,-0.989040232,25.63575,8211.408333,-0.045473606,-0.983072331,-0.002860646,-0.026971802
2020-01-08,2020,24.52,24.52,23.94,23.97,482,3253.05,0,52.5,3761,24.354,237.4,-0.01576743,24.979,200.9,-0.040393931,25.2675,3722.9,-0.051350549,25.03083333,12440.43333,-0.042381063,-0.961255369,25.59416667,8215.341667,-0.06345847,-0.941329281,0.022945348,-0.001251564
2020-01-09,2020,23.83,24.7,23.83,24.58,831,3274.7,0.050847458,52.7,3782,24.414,341.6,0.006799377,24.84,282.1,-0.010466989,25.2495,2845.9,-0.026515377,25.012,12028.68333,-0.01727171,-0.930915132,25.55083333,8222.208333,-0.037996151,-0.898932262,0.004882018,-0.030512612
2020-01-10,2020,24.85,24.85,24.01,24.12,200,3265.35,-0.066666667,52.9,3780,24.258,351.8,-0.005688845,24.655,302.1,-0.021699452,25.2315,2021.9,-0.044052078,24.97566667,11623.93333,-0.034260013,-0.98279412,25.50883333,8223.875,-0.054445192,-0.975680564,0.03026534,-0.004560531
2020-01-13,2020,24.09,24.35,23.85,24.06,80,3288.13,0.027777778,53.5,3764,24.24,346.4,-0.007425743,24.402,293.1,-0.014015245,25.181,1029.7,-0.044517692,24.94233333,11233.01667,-0.035374932,-0.992878138,25.46775,8224.541667,-0.05527579,-0.990273014,0.0120532,-0.00872818
2020-01-14,2020,23.85,23.85,23.56,23.77,260,3283.15,0.007352941,52.2,3762,24.1,370.6,-0.013692946,24.282,287.2,-0.021085578,25.1685,351.2,-0.055565489,24.90716667,11021.1,-0.045656203,-0.976408888,25.43033333,8226.708333,-0.065289484,-0.968395622,0.003365587,-0.008834666
2020-01-15,2020,23.69,24.49,23.69,24.43,458,3289.29,0.017391304,51.8,3756,24.192,365.8,0.009837963,24.273,301.6,0.006468092,25.145,287.15,-0.028435077,24.88216667,10839.01667,-0.018172319,-0.957745244,25.39733333,8230.525,-0.038087988,-0.944353489,0.002455997,-0.030290626
